name,latitude,longitude,district,neighborhood,district_id,neighborhood_id,bakery_type,is_chain,brand_name,street,house_number,postal_code,opening_hours,website,data_source,source_ids
Bäckerei-Konditorei Pierre Wieser,52.4628741,13.3419958,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,chain,True,Pierre Wieser,Sachsenwaldstraße,30,12157,Mo-Fr 06:00-16:00; Sa 06:00-12:00; Su 07:00-11:00,http://www.baeckerei-wieser.de,OSM,node/829297713
Steinecke,52.5776521,13.3564992,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,chain,True,Steinecke,,,,,,OSM,node/831530018
Imbiss & Afghan Brot,52.4821041,13.3491975,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Hauptstraße,114-115,10827,,,OSM,node/835553668
Café Bäckerei Evina,52.4681266,13.4306539,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,Mo-Su 03:00-19:00,,OSM,node/837792398
Steinecke,52.4858047,13.3334089,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,chain,True,Steinecke,Badensche Straße,42,10715,Mo-Fr 06:30-19:00; Sa 06:30-18:00; Su 08:00-14:00,,OSM,node/846601793
Back Eck,52.4689367,13.3236313,Tempelhof-Schöneberg,Friedenau,tempelhof-schöneberg,friedenau,artisanal,False,,,,,"Mo-Fr 06:00-17:00; Sa,Su 07:00-13:00",,OSM,node/848169208
Bäcker Wiedemann,52.4649065,13.3951319,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,artisanal,False,,Germaniastraße,12/13,,Mo-Sa 07:00-20:00; PH off,https://baecker-wiedemann.de/filialen/tempelhof-schoeneberg-germaniastrasse,OSM,node/852661172
Sofi,52.5261751,13.4008492,Mitte,Mitte,mitte,mitte,artisanal,False,,Sophienstraße,21,10178,Mo-Fr 07:30-18:30; Sa-Su 08:30-17:30,,OSM,node/860257023
,52.5030764,13.4131921,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,"PH,Mo-Su 05:00-20:30",,OSM,node/871633757
Melek Bäckerei Konditorei,52.5012179,13.4199162,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Oranienstraße,28,10999,,,OSM,node/872503813
Back-Art,52.4928597,13.4149639,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Dieffenbachstraße,12,10967,Mo-Fr 06:00-19:00; Sa 06:00-17:00; Su 08:30-17:00,,OSM,node/873726171
Gaziantep Kılıçoğlu Baklavaci,52.5007093,13.4190414,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/874290303
eurocan,52.4987277,13.4274332,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Wiener Straße,8,10999,24/7,,OSM,node/886152065
Backwerk,52.5217424,13.4104474,Mitte,Mitte,mitte,mitte,chain,True,BackWerk,,,,"Mo-Fr 06:00-21:00; Sa,Su 08:00-21:00",,OSM,node/888365921
Melek-Backshop,52.5354253,13.3773209,Mitte,Mitte,mitte,mitte,artisanal,False,,,,,,,OSM,node/910429973
Hannemann,52.5155803,13.4983261,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,artisanal,False,,Siegfriedstraße,199,10365,"Mo-Fr 06:30-17:00, Sa 06:30-11:30",,OSM,node/918186976
Zimmermann,52.5171599,13.2935283,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Nehringstraße,3,14059,Mo 07:00-13:00; Tu-Fr 07:00-18:00; Sa 07:00-16:00; Su off,,OSM,node/918358203
Bäckerei M. Biesewski,52.532289,13.4358475,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Pasteurstraße,32,10407,"PH,Mo off; Tu-Fr 07:00-18:30; Sa 06:30-13:00; Su 14:00-16:00",,OSM,node/919556448
Schäfer's,52.4840741,13.3838004,Tempelhof-Schöneberg,Tempelhof,tempelhof-schöneberg,tempelhof,chain,True,Schäfer's,Manfred-von-Richthofen-Straße,8,12101,Mo-Fr 06:00-18:00; Sa 07:00-16:00; Su 08:00-17:00,,OSM,node/928018925
Bäckerei Olive,52.5217798,13.447729,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,Mo-Su 05:00-19:00,,OSM,node/928994583
Ihr Meisterbäcker,52.5213543,13.3278122,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Franklinstraße,19,,Mo-Fr 06:30-14:00,,OSM,node/932295139
Beumer & Lutum,52.4906624,13.3943428,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Zossener Straße,34,10961,"Mo-Fr 07:00-18:00; Sa,Su 08:00-14:00",http://www.beumer-lutum.de/baeckerei/laden_zossener/,OSM,node/935637558
Hofpfisterei,52.4607365,13.3247073,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,chain,True,Hofpfisterei,,,,Mo-Fr 09:00-19:00; Sa 08:00-16:00,,OSM,node/937237159
Mert,52.4911017,13.410782,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Körtestraße,12,10967,,,OSM,node/947966143
Beumer & Lutum,52.4897819,13.4080311,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Körtestraße,36,10967,Mo-Fr 07:00-19:00; Sa 07:00-17:00; Su 08:00-17:00,https://www.beumer-lutum.de/,OSM,node/948000949
,52.4097238,13.477718,Neukölln,Rudow,neukölln,rudow,artisanal,False,,,,,Mo-Fr 06:00-18:00; Sa-Su 07:00-13:00,,OSM,node/948656106
back time,52.5193086,13.2989709,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,Spandauer Damm,1,14059,"Mo-Fr 06:00-19:00; Sa,Su 07:00-18:00",,OSM,node/953839633
Schäfer's,52.4816295,13.3169088,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,chain,True,Schäfer's,Paretzer Straße,7,10713,Mo-Fr 06:30-18:00; Sa 07:00-16:00; Su 08:00-16:00,,OSM,node/954628844
Steinecke,52.4890853,13.3976852,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,chain,True,Steinecke,,,,Mo-Fr 06:30-18:00; Sa 07:00-17:00; Su 07:00-13:00,,OSM,node/963681285
Korn,52.5472791,13.3894984,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Ramlerstraße,38,,"Mo-Fr 05:00-21:00; Sa,Su 06:00-21:00",,OSM,node/979502650
Dalldorfer Backstube,52.5905416,13.3313001,Reinickendorf,Wittenau,reinickendorf,wittenau,artisanal,False,,Alt-Wittenau,25,13437,"Mo-Fr 06:00-14:00; Sa 06:00-13:00; PH,Su 08:00-12:00",,OSM,node/981554327
Johns Bäckerei,52.56712,13.4192026,Pankow,Pankow,pankow,pankow,artisanal,False,,Kissingenstraße,37,13189,Mo-Fr 06:00-18:00; Sa 07:00-12:00; Su 08:00-11:00,,OSM,node/988652466
Hohen,52.4881524,13.3650504,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,Mo-Fr 06:00-17:00; Su 07:00-16:00,,OSM,node/1001470681
Bäcker Walf,52.4286257,13.3287024,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,chain,True,Bäcker Walf GmbH,Lankwitzer Straße,2-3,12209,Mo-Fr 06:00-18:30; Sa 06:30-14:00; Su 07:00-15:00; PH off,,OSM,node/1002586842
Bäckerei Scheele,52.4128225,13.3213905,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,Scheelestraße,136,12209,Mo-Fr 06:30-18:00; Sa 07:00-13:00; Su 08:00-13:00,,OSM,node/1002675868
Bäckerei 2000,52.5192879,13.4533139,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,,,OSM,node/1003890932
FREA Bakery,52.5301838,13.3919268,Mitte,Mitte,mitte,mitte,artisanal,False,,Gartenstraße,9,10115,Mo-Su 08:00-17:00,,OSM,node/1004408258
Marai,52.4360549,13.3137063,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,,,12203,Mo-Fr 05:00-17:00,,OSM,node/1006711202
Goldback,52.4368679,13.3038513,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,Dürerstraße,23,12203,,,OSM,node/1006711291
Steinecke,52.615054,13.470393,Pankow,Karow,pankow,karow,chain,True,Steinecke,Hubertusdamm,64,13125,Mo-Sa 06:30-20:00; Su 07:00-10:30,,OSM,node/1012524097
Back Coffee,52.497411,13.4312602,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,10999,,,OSM,node/1018851213
Der Bäcker Feihl,52.5349924,13.4962228,Lichtenberg,Alt-Hohenschönhausen,lichtenberg,alt-hohenschönhausen,artisanal,False,,Landsberger Allee,277,13055,Mo-Sa 07:00-19:00,,OSM,node/1030066960
Wiener Feinbäcker Heberer,52.5350396,13.496527,Lichtenberg,Alt-Hohenschönhausen,lichtenberg,alt-hohenschönhausen,chain,True,Wiener Feinbäcker Heberer,Landsberger Allee,277,13055,Mo-Sa 08:00-20:00,,OSM,node/1030067059
Schäfer's,52.4434907,13.3989888,Tempelhof-Schöneberg,Mariendorf,tempelhof-schöneberg,mariendorf,chain,True,Schäfer's,Rixdorfer Straße,131,12109,Mo-Fr 06:30-17:00; Sa 07:00-16:00; Su 08:00-16:00,,OSM,node/1030875845
Brotmeisterei Steinecke,52.4916412,13.2912302,Charlottenburg-Wilmersdorf,Schmargendorf,charlottenburg-wilmersdorf,schmargendorf,artisanal,False,,Caspar-Theyß-Straße,16,14193,Mo-Fr 06:00-19:00; Sa 06:30-19:00,https://www.steinecke.info/,OSM,node/1035328030
Back-Corner,52.5892918,13.2808519,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,,,,"Mo-Sa 06:00-18:30, Su 06:30-16:00",,OSM,node/1036292702
Back & Coffee Shop,52.5281908,13.3009561,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/1037921582
Back & Coffee Shop,52.5051108,13.3785008,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,Mo-Fr 06:00-19:00; Sa 06:00-17:00,,OSM,node/1041471016
PadoK.,52.4355589,13.2603521,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,chain,True,Marcelo Esteves Ciocchi,Clayallee,353A,14169,Tu-Fr 08:00-17:00; Sa 08:00-16:00; Su 08:00-13:00,https://www.padok-berlin.de/,OSM,node/1042258695
Le Crobag,52.4311639,13.2589405,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,chain,True,Le Crobag,,,,"Mo-Fr 04:00-20:00; PH,Sa,Su 07:00-15:00",https://www.lecrobag.de/,OSM,node/1042779742
Thoben,52.442904,13.2955279,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,Baseler Straße,3,12205,"Mo-Fr 06:15-18:00; Sa 06:15-14:00; Su,PH 08:00-16:00",,OSM,node/1074953821
Steinecke,52.437385,13.2324389,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,chain,True,Steinecke,Mexikoplatz,1,14163,Mo-Fr 06:00-18:00; Sa 06:00-15:00; Su 07:00-11:00,,OSM,node/1075315505
Schäfer's,52.4381427,13.2315835,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,chain,True,Schäfer's,,,,Mo-Fr 06:30-18:00; Sa 06:30-16:00; Su 08:00-17:00,,OSM,node/1075315510
Bäckerei & Bistro NUN,52.4197301,13.2489178,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,artisanal,False,,,,,,,OSM,node/1078531404
Thoben,52.4337576,13.2601076,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,artisanal,False,,Teltower Damm,13,14169,Mo-Fr 06:00-20:00; Sa 06:00-18:00; Su 09:00-16:00,http://www.thobens-backwaren.de/zehlendorf_steglitz_lankwitz/zehlendorf_teltower_damm_13,OSM,node/1082725831
Harmonie,52.547444,13.4050441,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Ystader Straße,16,10437,,,OSM,node/1085305601
Mein Brotkorb,52.5105494,13.2709311,Charlottenburg-Wilmersdorf,Westend,charlottenburg-wilmersdorf,westend,artisanal,False,,,,,Mo-Fr 07:00-18:30; Sa 07:00-13:00,,OSM,node/1095496816
Schäfer's,52.45902,13.282944,Steglitz-Zehlendorf,Dahlem,steglitz-zehlendorf,dahlem,chain,True,Schäfer's,Königin-Luise-Straße,71,14195,,https://www.schaefers-brot.de/,OSM,node/1108712448
Backmomente,52.5158706,13.4363228,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Koppenstraße,25,10243,Mo-Fr 06:00-18:30; Sa-So 6:00-17:30,,OSM,node/1113743885
Erva´s Backshop,52.4134459,13.3143549,Steglitz-Zehlendorf,Lichterfelde,steglitz-zehlendorf,lichterfelde,artisanal,False,,,,,,,OSM,node/1119746020
Brot & Feinbäckerei T. Lokocz / Fritz,52.5820124,13.4106782,Pankow,Niederschönhausen,pankow,niederschönhausen,artisanal,False,,Blankenburger Straße,42,13156,Mo-Fr 07:00-18:00; Sa 07:00-11:00,,OSM,node/1120057647
Zuccherino,52.5472555,13.4098839,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Gleimstraße,20A,,Mo-Su 06:00-20:00,,OSM,node/1142031151
