id,clinic_name,address,district,district_id,neighborhood,neighborhood_id,lor_id,latitude,longitude,geometry,operating_hours,contact_info,accessibility_features,data_source,source_osm_id,has_minimum_info
9461140241,Dr. Karin Block,"Zimmermannstraße 16, 12163.0 Berlin",Steglitz-Zehlendorf,11006006,Steglitz,0601,re_ortsteil.0601,52.4607219,13.3195225,POINT (13.3195225 52.46072189999999),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9461140241,True
9516282788,Tierarztpraxis im Komponistenviertel,"Bizetstraße 48, 13088.0 Berlin",Pankow,11003003,Weißensee,0302,re_ortsteil.0302,52.5476848,13.4541052,POINT (13.4541052 52.547684799999985),Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,phone: +49309273441; web: https://www.tierarztpraxis-peters-weissensee.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9516282788,True
9653871480,Tierarztpraxis Lankwitz,"Bruchwitzstraße 30, 12247.0 Berlin",Steglitz-Zehlendorf,11006006,Lankwitz,0603,re_ortsteil.0603,52.4370703,13.349587,POINT (13.349587 52.4370703),"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",phone: +49 30 77208260; email: info@tierarztpraxis-lankwitz.de; web: https://www.tierarztpraxis-lankwitz.de/,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9653871480,True
9786575482,Tierärztliche Praxis Beck,"Weichselstraße 25, 12045.0 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4870325,13.4368022,POINT (13.4368022 52.4870325),"Mo-Fr 09:00-11:00,15:00-19:00",phone: +49 30 6239664,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9786575482,True
9880855648,Tierarztpraxis Marion Bickert,"Marchandstraße 38, 12249.0 Berlin",Steglitz-Zehlendorf,11006006,Lankwitz,0603,re_ortsteil.0603,52.4227865,13.3566908,POINT (13.3566908 52.4227865),"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",phone: +49 30 7755462; email: office@tierarztpraxis-bickert.de; web: https://www.tierarztpraxis-bickert.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9880855648,True
10003860025,Teresa Lankes,"Knobelsdorffstraße, 14059 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5133005,13.2937818,POINT (13.2937818 52.5133005),"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10003860025,True
10169596123,Patrick O. Bolz,"Britzer Damm, 12347 Berlin",Neukölln,11008008,Britz,0802,re_ortsteil.0802,52.4564344,13.4367908,POINT (13.4367908 52.4564344),"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10169596123,True
10169838053,Tierarztpraxis Kaulsdorf-Süd,"Chemnitzer Straße, 12621 Berlin",Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,re_ortsteil.1003,52.486422,13.5746936,POINT (13.5746936 52.486422),"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",phone: +49 30 5666176; email: juraske@tierarztpraxis-kaulsdorf-sued.de; web: https://tierarztpraxis-kaulsdorf-sued.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10169838053,True
10180980038,Tierarztpraxis Gasteiner Straße,"Gasteiner Straße 33, 10717.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4872926,13.3259046,POINT (13.3259046 52.4872926),,web: https://tierarztpraxis-gasteiner-strasse.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10180980038,True
10781978832,,"Hultschiner Damm, 12623 Berlin",Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,re_ortsteil.1004,52.4873166,13.6046801,POINT (13.6046801 52.4873166),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10781978832,True
10816474165,Valera,"Potsdamer Straße 23, 14163 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.4338095,13.2466898,POINT (13.2466898 52.4338095),24/7,web: https://valera.vet/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10816474165,True
10944187119,Tierarztpraxis am Tierheim Berlin,Hausvaterweg 39,Lichtenberg,11011011,Falkenberg,1104,re_ortsteil.1104,52.5743133,13.5465736,POINT (13.5465736 52.574313299999986),"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00; PH 11:00-14:00",phone: +493093662200; email: info@tierarztpraxis-am-tierheim.de; web: https://tierarztpraxis-am-tierheim.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10944187119,True
10946259246,Praxis für Tierzahnheilkunde,"Soorstraße 76, 14050.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Westend,0405,re_ortsteil.0405,52.5134999,13.2774866,POINT (13.2774866 52.5134999),"""nach Vereinbarung""",web: https://rux.vet/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10946259246,True
10956712577,Tierarztpraxis Birkenstein  Dr. med. vet H. Fuhrmann und Team,"Terwestenstraße, 12623 Berlin",Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,re_ortsteil.1004,52.5211838,13.6465809,POINT (13.6465809 52.5211838),"Mo-Fr 09:30-11:00, Mo,Tu,Th,Fr 16:30-19:00, Sa 14:00-16:00",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/10956712577,True
11008683231,Tierarztpraxis Alt-Buch,"Alt-Buch 57, 13125.0 Berlin",Pankow,11003003,Buch,0309,re_ortsteil.0309,52.636563,13.5022262,POINT (13.5022262 52.636563),"Mo,Fr 09:00-16:00; Tu-Th 09:00-12:00, Tu,Th 16:00-19:00; Sa[1] 10:00-12:00; PH off",phone: +4930 911 42 778; web: https://www.tierarztpraxis-alt-buch.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11008683231,True
11052551506,Ute Teutenberg,"Falkenseer Chaussee, 13589 Berlin",Spandau,11005005,Falkenhagener Feld,0508,re_ortsteil.0508,52.5507862,13.1685048,POINT (13.1685048 52.5507862),"Mo-Fr 08:00-12:00,15:00-18:00; We 08:00-12:00,17:00-20:00",phone: +49 30 37588910,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11052551506,True
11101616402,Tierarzt Bello & Co.,"Neuköllner Straße 261, 12357 Berlin",Neukölln,11008008,Rudow,0804,re_ortsteil.0804,52.425741,13.4838753,POINT (13.4838753 52.425741),,web: https://belloundco.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11101616402,True
11201794003,Tierarztpraxis Dr. Pollmann,Berliner Straße 17,Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.4361962,13.2660844,POINT (13.2660844 52.43619619999998),"Tu, Th 09:00-15:00; We, Fr 13:00-19:00; Sa 11:00-16:00",phone: +493081099440; web: https://tierarztpraxis-pollmann.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11201794003,True
11313866984,Dr. Fenina + Burwieck,"Manteuffelstraße 74, 12103.0",Tempelhof-Schöneberg,11007007,Tempelhof,0703,re_ortsteil.0703,52.4678078,13.3783605,POINT (13.3783605 52.46780780000001),,phone: +493063314227; web: https://meintierarzt.berlin,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11313866984,True
11345799891,Rex,"Revaler Straße, 10245 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5073508,13.4569833,POINT (13.4569833 52.5073508),Mo-Fr 08:00-20:00,web: https://www.rex.app/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11345799891,True
11556295677,Tierärztliche Gemeinschaftspraxis,"Hohenzollerndamm 185, 10713.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.491509,13.3183436,POINT (13.3183436 52.491509),,web: https://www.tierarztpraxis-berlin.net/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11556295677,True
11717159971,Rex Tierarztpraxis,"Hermannstraße 227, 12049.0 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4807206,13.425592,POINT (13.425592 52.4807206),Mo-Sa 08:00-20:00,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11717159971,True
11847097396,Kleintierkardiologie Tempelhof,"Burgemeisterstraße 34, 12103.0 Berlin",Tempelhof-Schöneberg,11007007,Tempelhof,0703,re_ortsteil.0703,52.4583689,13.3734169,POINT (13.3734169 52.4583689),Mo-Th 08:00-18:00; PH off,phone: +49 30 47006869; web: https://www.kardiobewegt.berlin/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11847097396,True
11985547873,Tierarztpraxis Kutzner,"Zum Kappgraben 13, 13125.0 Berlin",Pankow,11003003,Karow,0305,re_ortsteil.0305,52.6164598,13.4890268,POINT (13.4890268 52.6164598),"Mo-We,Fr 09:00-12:00,16:30-19:30; Th,Sa 09:00-12:00",phone: +49 30 94382030; web: https://tierarzt-kutzner.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/11985547873,True
12108668170,"Tierarztpraxis - Dr. med. vet. Dirk Emmelmann, Dr. med. vet. Albrecht Fengler",Max-Beer-Straße 7,Mitte,11001001,Mitte,0101,re_ortsteil.0101,52.5251722,13.408013,POINT (13.408013 52.5251722),"Mo, Tu, Th, Fr 09:00-12:00, 15:00-19:00; We 15:00-19:00",phone: +49 30 2426512; web: https://www.augentierarzt-berlin.de,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/12108668170,True
12219145454,Tierarztpraxis & Katzenbetreuung am Botanischen Garten,Tietzenweg 23,Steglitz-Zehlendorf,11006006,Lichterfelde,0602,re_ortsteil.0602,52.4456015,13.3020665,POINT (13.3020665 52.4456015),"Mo, We 10:00-19:00; Tu, Th 08:30-14:00; Sa 10:00-12:00; Fr 10:00-14:00",phone: +49 30 32294480; web: https://www.tierarztpraxis-botanischergarten.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/12219145454,True
12238881093,Janine Bräuer,"Krüllsstraße 5, 12435.0 Berlin",Treptow-Köpenick,11009009,Alt-Treptow,0901,re_ortsteil.0901,52.4922101,13.447823,POINT (13.447823 52.4922101),"Mo 10:00-12:00,13:00-16:00; Tu 16:00-19:00; We 12:00-17:00; Fr,Sa 10:00-12:00; Th,Su off",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/12238881093,True
12793397931,Tierärztezentrum Birte Nannen,"Schlierbacher Weg 5, 12349.0 Berlin",Neukölln,11008008,Buckow,0803,re_ortsteil.0803,52.4160917,13.4047411,POINT (13.4047411 52.41609169999999),,phone: +49 30 25 92 17 88; web: https://www.tieraerztezentrum-nannen.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/12793397931,True
12849196704,Praxis für Kleine Haustiere Dr. Niels Lösch,"Konrad-Wolf-Straße, 13055 Berlin",Lichtenberg,11011011,Alt-Hohenschönhausen,1110,re_ortsteil.1110,52.5399544,13.4849492,POINT (13.4849492 52.5399544),"Mo-We, Fr 10:00-12:00; Mo, Tu, Th 16:00-19:00; Fr 16:00-18:00; Sa 11:00-12:30",phone: +49309866411; email: info@tierarzt-drloesch.de; web: https://tierarzt-drloesch.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/12849196704,True
12851066023,Dr. Pastor,"Brüsseler Straße 52a, 13353.0 Berlin",Mitte,11001001,Wedding,0105,re_ortsteil.0105,52.5486928,13.3531883,POINT (13.3531883 52.54869279999998),"Mo-Fr 09:00-11:00,16:00-19:00; Sa,Su 14:00-16:00",web: https://www.tierarztpraxis-pastor.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/12851066023,True
12877756489,Sonnenberg,"Seestraße, 12589 Berlin",Treptow-Köpenick,11009009,Rahnsdorf,0912,re_ortsteil.0912,52.4406394,13.6866147,POINT (13.6866147 52.4406394),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/12877756489,True
12989186501,Tierarztpraxis am Wasserturm,"Rykestraße 4, 10405.0",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5350637,13.419688,POINT (13.419688 52.5350637),,web: https://www.tierarztpraxis-wasserturm.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/12989186501,True
13169469903,Haveldüne,Gatower Straße 131,Spandau,11005005,Wilhelmstadt,0509,re_ortsteil.0509,52.508699,13.180438,POINT (13.180438 52.508699),,phone: +49 30 362 91 07; web: https://www.tierarztpraxis-havelduene.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/13169469903,True
13188941112,Praxis für Vögel & Reptilien,"Berliner Str. 69, 14169.0 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.4399433,13.2754078,POINT (13.2754078 52.4399433),"Mo 09:00-13:00; Tu 15:00-19:00; We 09:00-13:00,15:00-19:00; Th 09:00-13:00; Fr 09:00-13:00,15:00-19:00",phone: +4930 847 257 38; web: https://www.vogel-tierarzt.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/13188941112,True
13344679483,Tierartzpraxis Sybille Schickert,"Eichborndamm, 13437 Berlin",Reinickendorf,11012012,Wittenau,1209,re_ortsteil.1209,52.5937039,13.3282999,POINT (13.3282999 52.5937039),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/13344679483,True
13358308355,Roux,"Sakrower Landstraße, 14089 Berlin",Spandau,11005005,Kladow,0506,re_ortsteil.0506,52.452648,13.139175,POINT (13.139175 52.452648),,web: https://www.tierarztpraxis-roux.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/13358308355,True
24921047,Das Veterinärmedizinische Zentrum Berlin,"Scharnweberstraße 136, 13405.0 Berlin",Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,52.56383603380803,13.325898385003244,POINT (13.325898385003244 52.56383603380803),24/7,phone: +49 30 4127357; email: info@vetzentrum-berlin.de; web: https://www.vetzentrum-berlin.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",way/24921047,True
28608972,Zete Marton,"Alt-Reinickendorf 37, 13407.0 Berlin",Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,52.57484167749068,13.351276845633086,POINT (13.351276845633086 52.57484167749068),"Mo-Fr 09:00-12:00, Mo,Th 16:00-19:00, Tu,We,Fr 15:00-18:00",,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",way/28608972,True
71173694,Tierärztlichen Klinik für Kleintiere,"Märkische Allee 258, 12679.0 Berlin",Marzahn-Hellersdorf,11010010,Marzahn,1001,re_ortsteil.1001,52.55555539479237,13.553247578348108,POINT (13.553247578348108 52.55555539479237),24/7,web: https://www.tierklinik-in-berlin.de/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",way/71173694,True
89101208,Tierarztpraxis Kathrin Böhm,"Robert-Siewert-Straße 90, 10318.0 Berlin",Lichtenberg,11011011,Karlshorst,1102,re_ortsteil.1102,52.49264998370056,13.536918159788865,POINT (13.536918159788863 52.49264998370056),"Th 10:00-18:00; Tu,We 10:00-19:00; Fr 10:00-15:00; Mo 10:00-17:00",phone: +49 30 32669736,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",way/89101208,True
117230559,Tierartzpraxis Gotthardt,"Winkler Straße 21, 14193.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Grunewald,0404,re_ortsteil.0404,52.487615697246845,13.266615867092089,POINT (13.266615867092089 52.487615697246845),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",way/117230559,True
163836866,Tierklinik Berlin-Biesdorf,"Alt-Biesdorf 22, 12683.0 Berlin",Marzahn-Hellersdorf,11010010,Biesdorf,1002,re_ortsteil.1002,52.50873002300115,13.55573553414166,POINT (13.55573553414166 52.508730023001156),"Mo-Fr 08:00-13:00,15:00-20:00; Sa 09:00-12:00",phone: +49 30 5143760; web: https://www.tierklinik-in-biesdorf.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",way/163836866,True
286010852,Tierarztpraxis Dr. Christine Mueller,"Südekumzeile 26E, 13591.0 Berlin",Spandau,11005005,Staaken,0504,re_ortsteil.0504,52.53114943497109,13.148550095436324,POINT (13.148550095436324 52.53114943497109),,phone: +49 30 366 0128; email: christinemueller.berlin@web.de; web: http://tierarztpraxis-spandau.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",way/286010852,True
