clinic_name,addr_street,addr_housenumber,addr_postcode,addr_city,full_address,district,district_id,neighborhood,neighborhood_id,lor_id,services_offered,operating_hours,operating_days,phone_main,email_main,website_main,phone_raw,contact_phone_raw,email_raw,contact_email_raw,website_raw,contact_website_raw,contact_info,accessibility_features,latitude,longitude,data_source,source_osm_id,geometry,has_minimum_info
Fahrpraxis Feske,Allmendeweg,116,13509.0,Berlin,"Allmendeweg 116, 13509 Berlin",Reinickendorf,11012012,Tegel,1202,re_ortsteil.1202,,"Mo-Fr 08:00-20:00 open ""telefonisch erreichbar""",Mon–Fri,+49 30 40571512,,https://www.tierarzt-feske.de/,,+49 30 40571512,,,,https://www.tierarzt-feske.de/,Phone: +49 30 40571512 | Web: https://www.tierarzt-feske.de/,,52.6047279,13.298452,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7227468226)",POINT (13.298452 52.604727899999986),True
Tierarztpraxis Claudia Handke,Danziger Straße,15,10435.0,Berlin,"Danziger Straße 15, 10435 Berlin",Pankow,11003003,Prenzlauer Berg,301,re_ortsteil.0301,,"Mo,Th,Fr 10:00-12:00, Tu,We 10:00-15:00, Mo 16:00-20:00, Th 16:00-19:00, Fr 16:00-18:00, Sa 11:00-13:00",Includes Saturday,+49 30 4421760,post@tierarztpraxis-prenzlauerberg.de,https://www.tierarztpraxis-prenzlauerberg.de,+49 30 4421760,,post@tierarztpraxis-prenzlauerberg.de,,https://www.tierarztpraxis-prenzlauerberg.de,,Phone: +49 30 4421760 | Email: post@tierarztpraxis-prenzlauerberg.de | Web: https://www.tierarztpraxis-prenzlauerberg.de,wheelchair=no,52.5407903,13.4154364,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7310483025)",POINT (13.4154364 52.5407903),True
Dr. Angelika Block,,,,,,Charlottenburg-Wilmersdorf,11004004,Halensee,407,re_ortsteil.0407,,"Mo-Tu 10:00-12:00,16:00-18:30; We 16:00-18:30; Th-Fr 10:00-12:00,16:00-18:30; Sa 10:00-12:00",Includes Saturday,,,http://ta-block.weebly.com,,,,,http://ta-block.weebly.com,,Web: http://ta-block.weebly.com,wheelchair=limited,52.4955514,13.2968989,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7326193661)",POINT (13.2968989 52.4955514),True
Lorenz,,,,,,Steglitz-Zehlendorf,11006006,Lichterfelde,602,re_ortsteil.0602,,,Unknown,,,https://www.tierarzt-lichterfelde.de/,,,,,https://www.tierarzt-lichterfelde.de/,,Web: https://www.tierarzt-lichterfelde.de/,,52.4183404,13.3320075,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7478178484)",POINT (13.3320075 52.4183404),True
Wolf & Tiger,Lauterstraße,12,12159.0,Berlin,"Lauterstraße 12, 12159 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,702,re_ortsteil.0702,,,Unknown,+49 175 7366718,,https://www.wolfandtiger.de/,+49 175 7366718,,,,https://www.wolfandtiger.de/,,Phone: +49 175 7366718 | Web: https://www.wolfandtiger.de/,,52.4726236,13.33503,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7546074503)",POINT (13.33503 52.4726236),True
Tierarztpraxis Denisse Barrera,Karl-Marx-Straße,133,12043.0,Berlin,"Karl-Marx-Straße 133, 12043 Berlin",Neukölln,11008008,Neukölln,801,re_ortsteil.0801,,Mo-Sa 16:00-20:00,Mon–Sat,+49 30 6812161,,,,+49 30 6812161,,,,,Phone: +49 30 6812161,wheelchair=no,52.4774124,13.439113,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7609585407)",POINT (13.439113 52.4774124),True
Angelika Weber,Kundrystraße,2,12159.0,Berlin,"Kundrystraße 2, 12159 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,702,re_ortsteil.0702,,"Mo-Sa 10:00-12:00, Tu 16:00-19:00, Su 13:00-14:00",Mon–Sat,,,,,,,,,,,,52.4741292,13.3293259,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7617449010)",POINT (13.3293259 52.474129199999986),True
Tierarztpraxis S. Lattermann,Transvaalstraße,14,13351.0,Berlin,"Transvaalstraße 14, 13351 Berlin",Mitte,11001001,Wedding,105,re_ortsteil.0105,,"Mo,We 08:00-14:00,13:30-18:30; Tu,Th-Fr 14:00-20:00; PH closed",Unknown,+49 30 45290790,,http://www.tierarzt-wedding.de/,,+49 30 45290790,,,,http://www.tierarzt-wedding.de/,Phone: +49 30 45290790 | Web: http://www.tierarzt-wedding.de/,wheelchair=yes,52.5519001,13.3411969,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7623775572)",POINT (13.3411969 52.5519001),True
Tierarztpraxis Otto Suhr,,,,,,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,401,re_ortsteil.0401,,Mo-Fr 09:00-19:00,Mon–Fri,,,,,,,,,,,wheelchair=no,52.5150531,13.3130502,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7643245687)",POINT (13.3130502 52.51505310000001),True
,,,,,,Pankow,11003003,Wilhelmsruh,313,re_ortsteil.0313,,,Unknown,,,,,,,,,,,,52.5877876,13.3651552,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7746191786)",POINT (13.3651552 52.5877876),False
Tierarztpraxis B. Migdal,Grazer Platz,12,12157.0,Berlin,"Grazer Platz 12, 12157 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,701,re_ortsteil.0701,,"Mo,We 10:00-16:00; Tu,Th 16:00-20:00; Fr 12:00-18:00",Unknown,,,,,,,,,,,,52.4667894,13.3465937,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7747019462)",POINT (13.3465937 52.4667894),True
Silke Sanft,Florastraße,6,12163.0,Berlin,"Florastraße 6, 12163 Berlin",Steglitz-Zehlendorf,11006006,Steglitz,601,re_ortsteil.0601,,"Mo,Tu,Th,Fr 09:00-19:00; We,Sa 09:00-12:00",Includes Saturday,,,http://www.tierarztpraxis-sanft.de,,,,,http://www.tierarztpraxis-sanft.de,,Web: http://www.tierarztpraxis-sanft.de,,52.4613066,13.3269746,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7776123991)",POINT (13.3269746 52.4613066),True
Tierarztpraxis Rex,Südwestkorso,11a,12161.0,Berlin,"Südwestkorso 11a, 12161 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,702,re_ortsteil.0702,,"""Sprechzeiten nach Vereinbarung""",Unknown,,,https://www.rex.app/,,,,,https://www.rex.app/,https://www.tierarztpraxis-schluesing.de/,Web: https://www.rex.app/,wheelchair=no,52.474559,13.3227841,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7777530635)",POINT (13.3227841 52.474559),True
Tierarztpraxis am Schlachtensee,Breisgauer Straße,3,14129.0,Berlin,"Breisgauer Straße 3, 14129 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,604,re_ortsteil.0604,,"Mo-Th 09:00-13:00; We,Fr 14:00-18:00; Sa 10:00-14:00",Includes Saturday,+49 30 80905830,info@tierarztpraxis-am-schlachtensee.de,https://www.tierarztpraxis-am-schlachtensee.de,,+49 30 80905830,info@tierarztpraxis-am-schlachtensee.de,,,https://www.tierarztpraxis-am-schlachtensee.de,Phone: +49 30 80905830 | Email: info@tierarztpraxis-am-schlachtensee.de | Web: https://www.tierarztpraxis-am-schlachtensee.de,,52.4391475,13.215708,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7813575354)",POINT (13.215708 52.43914749999998),True
Tierarztpraxis am Hermannplatz,Lucy-Lameck-Straße,1,12049.0,Berlin,"Lucy-Lameck-Straße 1, 12049 Berlin",Neukölln,11008008,Neukölln,801,re_ortsteil.0801,,,Unknown,,,https://www.tierarztpraxis-am-hermannplatz.de,,,,,,https://www.tierarztpraxis-am-hermannplatz.de,Web: https://www.tierarztpraxis-am-hermannplatz.de,,52.4863263,13.4233555,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7937984201)",POINT (13.4233555 52.4863263),True
Dr. L. Chelminski,,,,,,Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,,"Mo-Tu,Th-Fr,Su 08:30-11:00,15:30-17:30",Includes Sunday,+49 30 4954038,,,+49 30 4954038,,,,,,Phone: +49 30 4954038,wheelchair=no,52.5691003,13.3612016,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 7978440760)",POINT (13.3612016 52.5691003),True
Tierarztpraxis PD Dr. med. vet. Thomas Göbel,Blissestraße,68,10713.0,Berlin,"Blissestraße 68, 10713 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,402,re_ortsteil.0402,,,Unknown,,,https://www.tierarzt-goebel.de/,,,,,https://www.tierarzt-goebel.de/,,Web: https://www.tierarzt-goebel.de/,,52.4789701,13.3200646,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8000786185)",POINT (13.3200646 52.4789701),True
Berliner Tierarztpraxis,Mansfelder Straße,19,10713.0,Berlin,"Mansfelder Straße 19, 10713 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,402,re_ortsteil.0402,,,Unknown,,,https://www.berliner-tierarztpraxis.de/,,,,,https://www.berliner-tierarztpraxis.de/,,Web: https://www.berliner-tierarztpraxis.de/,,52.4888413,13.3110131,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8068408243)",POINT (13.3110131 52.4888413),True
Naturheilkunde für Tiere,Bornimer Straße,6,10711.0,Berlin,"Bornimer Straße 6, 10711 Berlin",Charlottenburg-Wilmersdorf,11004004,Halensee,407,re_ortsteil.0407,,,Unknown,,,,,,,,,,,,52.4961991,13.2853794,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8068513185)",POINT (13.2853794 52.496199099999984),True
Tierärztliche Gemeinschaftspraxis Blessing & Richter,Quickborner Straße,76,13439.0,Berlin,"Quickborner Straße 76, 13439 Berlin",Reinickendorf,11012012,Märkisches Viertel,1210,re_ortsteil.1210,,Mo-Fr 09:00-19:00; Sa 09:00-11:00; Su off,Mon–Fri,+49 30 40710151,info@ta-blessing-richter.de,https://ta-blessing-richter.de/,,+49 30 40710151,,info@ta-blessing-richter.de,,https://ta-blessing-richter.de/,Phone: +49 30 40710151 | Email: info@ta-blessing-richter.de | Web: https://ta-blessing-richter.de/,,52.6045044,13.3664162,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8330198884)",POINT (13.3664162 52.6045044),True
Katharina Dralle,Rotdornstraße,7,12161.0,Berlin,"Rotdornstraße 7, 12161 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,702,re_ortsteil.0702,,,Unknown,+49 30 8527705,,https://www.dr-dralle-berlin.de/,,+49 30 8527705,,,,https://www.dr-dralle-berlin.de/,Phone: +49 30 8527705 | Web: https://www.dr-dralle-berlin.de/,,52.4709098,13.3254977,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8330236501)",POINT (13.3254977 52.4709098),True
Tierarztpraxis Matthias Müller,Berliner Straße,11,13467.0,Berlin,"Berliner Straße 11, 13467 Berlin",Reinickendorf,11012012,Hermsdorf,1206,re_ortsteil.1206,,"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",Mon–Fri,+49 30 4034440,,https://tierarzt-matthiasmueller.de/,+49 30 4034440,,,,https://tierarzt-matthiasmueller.de/,,Phone: +49 30 4034440 | Web: https://tierarzt-matthiasmueller.de/,wheelchair=yes,52.6139984,13.316783,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8357625079)",POINT (13.316783 52.6139984),True
Tierarztpraxis Galina Schirow GmbH,Bartningallee,5,10557.0,Berlin,"Bartningallee 5, 10557 Berlin",Mitte,11001001,Hansaviertel,103,re_ortsteil.0103,,"Mo-Fr 10:00-13:00,16:00-19:00",Mon–Fri,+49 30 39886966,,https://www.vetpraxis-schirow.de/,+49 30 39886966,,,,https://www.vetpraxis-schirow.de/,,Phone: +49 30 39886966 | Web: https://www.vetpraxis-schirow.de/,wheelchair=limited,52.5189471,13.3427257,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8579480418)",POINT (13.3427257 52.5189471),True
Dr. Kurt Helmich;Dr. Dieter Oelke,Kufsteiner Straße,22,10825.0,Berlin,"Kufsteiner Straße 22, 10825 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,402,re_ortsteil.0402,,,Unknown,,,https://tiermedizinzentrum.de/,,,,,https://tiermedizinzentrum.de/,,Web: https://tiermedizinzentrum.de/,,52.4854474,13.3367552,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8691573555)",POINT (13.3367552 52.4854474),True
Am Schlosspark,,,,,,Pankow,11003003,Niederschönhausen,311,re_ortsteil.0311,,"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",Mon–Fri,+49 30 475 316 93,,https://tierarzt-schlosspark.de/,,+49 30 475 316 93,,,,https://tierarzt-schlosspark.de/,Phone: +49 30 475 316 93 | Web: https://tierarzt-schlosspark.de/,,52.5826045,13.40387,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8844721918)",POINT (13.40387 52.5826045),True
Tierärztliche Gemeinschaftspraxis für Kleintiere,Birnhornweg,3,12107.0,Berlin,"Birnhornweg 3, 12107 Berlin",Tempelhof-Schöneberg,11007007,Mariendorf,704,re_ortsteil.0704,,,Unknown,,,,,,,,,,,,52.4240806,13.3948851,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 8850856432)",POINT (13.3948851 52.4240806),True
Tierärzte-Kreuzberg,Liegnitzer Straße,19,10999.0,Berlin,"Liegnitzer Straße 19, 10999 Berlin",Friedrichshain-Kreuzberg,11002002,Kreuzberg,202,re_ortsteil.0202,,"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",Mon–Fri,+49 30 6126474,tierarztpraxis.liegnitzerstr@t-online.de,http://www.tieraerzte-kreuzberg.de,,+49 30 6126474,,tierarztpraxis.liegnitzerstr@t-online.de,,http://www.tieraerzte-kreuzberg.de,Phone: +49 30 6126474 | Email: tierarztpraxis.liegnitzerstr@t-online.de | Web: http://www.tieraerzte-kreuzberg.de,,52.4929733,13.4338357,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9038458603)",POINT (13.4338357 52.4929733),True
Tierarztpraxis Dr. Dirk Mauch,Elsa-Brändström-Straße,13,13189.0,Berlin,"Elsa-Brändström-Straße 13, 13189 Berlin",Pankow,11003003,Pankow,307,re_ortsteil.0307,,,Unknown,+49 30 4710133,,http://www.elsavet.de/,+49 30 4710133,,,,http://www.elsavet.de/,,Phone: +49 30 4710133 | Web: http://www.elsavet.de/,wheelchair=yes,52.5600099,13.4154386,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9166121510)",POINT (13.4154386 52.56000989999998),True
Tierarztpraxis am Amalienpark,,,,,,Pankow,11003003,Pankow,307,re_ortsteil.0307,,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",Unknown,,,https://www.tierarztpraxis-amalienpark.de/,,,,,https://www.tierarztpraxis-amalienpark.de/,,Web: https://www.tierarztpraxis-amalienpark.de/,wheelchair=no,52.5721186,13.4135786,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9221860122)",POINT (13.4135786 52.57211860000001),True
Tierarztpraxis Sarah Watson,Altenbraker Straße,29,12051.0,Berlin,"Altenbraker Straße 29, 12051 Berlin",Neukölln,11008008,Neukölln,801,re_ortsteil.0801,,"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",Includes Saturday,+49 30 6257209,info@tierarzt-watson.de,https://www.tierarzt-watson.de/,,+49 30 6257209,,info@tierarzt-watson.de,,https://www.tierarzt-watson.de/,Phone: +49 30 6257209 | Email: info@tierarzt-watson.de | Web: https://www.tierarzt-watson.de/,wheelchair=no,52.468653,13.4330363,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9238314072)",POINT (13.4330363 52.468653),True
4 Pfoten,Fanningerstraße,27,10365.0,Berlin,"Fanningerstraße 27, 10365 Berlin",Lichtenberg,11011011,Lichtenberg,1103,re_ortsteil.1103,,"Mo 09:00-12:00,16:00-18:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-18:00; Fr 09:00-12:00,14:00-16:00",Unknown,+49 30 553 15 72,,https://www.praxis4pfoten.de/,+49 30 553 15 72,,,,https://www.praxis4pfoten.de/,,Phone: +49 30 553 15 72 | Web: https://www.praxis4pfoten.de/,,52.5143907,13.4951561,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9396508717)",POINT (13.4951561 52.5143907),True
Tierarztpraxis Friedrichshain,Auerstraße,44,10249.0,Berlin,"Auerstraße 44, 10249 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,201,re_ortsteil.0201,,Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,Unknown,+49 30 78 08 34 85,,https://www.tierarztpraxis-friedrichshain.de,+49 30 78 08 34 85,,,,https://www.tierarztpraxis-friedrichshain.de,,Phone: +49 30 78 08 34 85 | Web: https://www.tierarztpraxis-friedrichshain.de,,52.5208823,13.4462478,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9400600599)",POINT (13.4462478 52.5208823),True
Praxis für Kleintiermedizin Janine Lenk,Eschengraben,47,13189.0,Berlin,"Eschengraben 47, 13189 Berlin",Pankow,11003003,Pankow,307,re_ortsteil.0307,,"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",Unknown,+49 30 91203200,,https://www.kleintiermedizin-lenk.de,,+49 30 91203200,,,,https://www.kleintiermedizin-lenk.de,Phone: +49 30 91203200 | Web: https://www.kleintiermedizin-lenk.de,,52.556357,13.4245524,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9432134789)",POINT (13.4245524 52.556357),True
Peter Vogel,Finowstraße,14,,,Finowstraße 14,Friedrichshain-Kreuzberg,11002002,Friedrichshain,201,re_ortsteil.0201,,"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",Unknown,+49 30 29776835,,https://www.drpetervogel.de/,+49 30 29776835,,,,https://www.drpetervogel.de/,,Phone: +49 30 29776835 | Web: https://www.drpetervogel.de/,,52.5111185,13.4668484,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9456247850)",POINT (13.4668484 52.5111185),True
Dr. Karin Block,Zimmermannstraße,16,12163.0,Berlin,"Zimmermannstraße 16, 12163 Berlin",Steglitz-Zehlendorf,11006006,Steglitz,601,re_ortsteil.0601,,,Unknown,,,,,,,,,,,,52.4607219,13.3195225,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9461140241)",POINT (13.3195225 52.46072189999999),True
Tierarztpraxis im Komponistenviertel,Bizetstraße,48,13088.0,Berlin,"Bizetstraße 48, 13088 Berlin",Pankow,11003003,Weißensee,302,re_ortsteil.0302,,Mo-Sa 10:00-12:00; Mo-Tu 16:00-19:00; Th-Fr 16:00-19:00,Mon–Sat,+49309273441,,https://www.tierarztpraxis-peters-weissensee.de/,+49309273441,,,,https://www.tierarztpraxis-peters-weissensee.de/,,Phone: +49309273441 | Web: https://www.tierarztpraxis-peters-weissensee.de/,,52.5476848,13.4541052,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9516282788)",POINT (13.4541052 52.547684799999985),True
Tierarztpraxis Lankwitz,Bruchwitzstraße,30,12247.0,Berlin,"Bruchwitzstraße 30, 12247 Berlin",Steglitz-Zehlendorf,11006006,Lankwitz,603,re_ortsteil.0603,,"Mo-Tu,Th-Fr 10:00-13:00,15:00-18:00; We,Sa 09:00-12:00",Includes Saturday,+49 30 77208260,info@tierarztpraxis-lankwitz.de,https://www.tierarztpraxis-lankwitz.de/,+49 30 77208260,,info@tierarztpraxis-lankwitz.de,,https://www.tierarztpraxis-lankwitz.de/,,Phone: +49 30 77208260 | Email: info@tierarztpraxis-lankwitz.de | Web: https://www.tierarztpraxis-lankwitz.de/,wheelchair=limited,52.4370703,13.349587,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9653871480)",POINT (13.349587 52.4370703),True
Tierärztliche Praxis Beck,Weichselstraße,25,12045.0,Berlin,"Weichselstraße 25, 12045 Berlin",Neukölln,11008008,Neukölln,801,re_ortsteil.0801,,"Mo-Fr 09:00-11:00,15:00-19:00",Mon–Fri,+49 30 6239664,,,,+49 30 6239664,,,,,Phone: +49 30 6239664,wheelchair=no,52.4870325,13.4368022,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9786575482)",POINT (13.4368022 52.4870325),True
Tierarztpraxis Marion Bickert,Marchandstraße,38,12249.0,Berlin,"Marchandstraße 38, 12249 Berlin",Steglitz-Zehlendorf,11006006,Lankwitz,603,re_ortsteil.0603,,"Mo-Fr 09:00-11:00,16:00-18:00; Sa 09:30-10:30",Mon–Fri,+49 30 7755462,office@tierarztpraxis-bickert.de,https://www.tierarztpraxis-bickert.de,,+49 30 7755462,,office@tierarztpraxis-bickert.de,,https://www.tierarztpraxis-bickert.de,Phone: +49 30 7755462 | Email: office@tierarztpraxis-bickert.de | Web: https://www.tierarztpraxis-bickert.de,,52.4227865,13.3566908,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 9880855648)",POINT (13.3566908 52.4227865),True
Teresa Lankes,,,,,,Charlottenburg-Wilmersdorf,11004004,Charlottenburg,401,re_ortsteil.0401,,"Mo,We,Fr 09:00-11:00, Mo-Fr 16:00-18:00",Mon–Fri,,,,,,,,,,,,52.5133005,13.2937818,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10003860025)",POINT (13.2937818 52.5133005),True
Patrick O. Bolz,,,,,,Neukölln,11008008,Britz,802,re_ortsteil.0802,,"Mo-Fr 10:00-12:00,16:00-19:00; PH,Sa,Su 10:00-12:00",Mon–Fri,,,,,,,,,,,,52.4564344,13.4367908,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10169596123)",POINT (13.4367908 52.4564344),True
Tierarztpraxis Kaulsdorf-Süd,,,,,,Marzahn-Hellersdorf,11010010,Kaulsdorf,1003,re_ortsteil.1003,,"Tu,Th,Sa 10:00-12:00, Mo,Tu,Th 15:00-20:00, We,Fr 15:00-19:00; PH off",Includes Saturday,+49 30 5666176,juraske@tierarztpraxis-kaulsdorf-sued.de,https://tierarztpraxis-kaulsdorf-sued.de/,+49 30 5666176,,juraske@tierarztpraxis-kaulsdorf-sued.de,,https://tierarztpraxis-kaulsdorf-sued.de/,,Phone: +49 30 5666176 | Email: juraske@tierarztpraxis-kaulsdorf-sued.de | Web: https://tierarztpraxis-kaulsdorf-sued.de/,,52.486422,13.5746936,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10169838053)",POINT (13.5746936 52.486422),True
Tierarztpraxis Gasteiner Straße,Gasteiner Straße,33,10717.0,Berlin,"Gasteiner Straße 33, 10717 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,402,re_ortsteil.0402,,,Unknown,,,https://tierarztpraxis-gasteiner-strasse.de/,,,,,https://tierarztpraxis-gasteiner-strasse.de/,,Web: https://tierarztpraxis-gasteiner-strasse.de/,,52.4872926,13.3259046,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10180980038)",POINT (13.3259046 52.4872926),True
,,,,,,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,re_ortsteil.1004,,,Unknown,,,,,,,,,,,,52.4873166,13.6046801,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10781978832)",POINT (13.6046801 52.4873166),False
Valera,,,,,,Steglitz-Zehlendorf,11006006,Zehlendorf,604,re_ortsteil.0604,,24/7,Unknown,,,https://valera.vet/,,,,,https://valera.vet/,,Web: https://valera.vet/,,52.4338095,13.2466898,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10816474165)",POINT (13.2466898 52.4338095),True
Tierarztpraxis am Tierheim Berlin,Hausvaterweg,39,,,Hausvaterweg 39,Lichtenberg,11011011,Falkenberg,1104,re_ortsteil.1104,,"Mo-Fr 10:00-20:00; Sa,Su 10:00-17:00; PH 11:00-14:00",Mon–Fri,+493093662200,info@tierarztpraxis-am-tierheim.de,https://tierarztpraxis-am-tierheim.de/,+493093662200,,info@tierarztpraxis-am-tierheim.de,,https://tierarztpraxis-am-tierheim.de/,,Phone: +493093662200 | Email: info@tierarztpraxis-am-tierheim.de | Web: https://tierarztpraxis-am-tierheim.de/,,52.5743133,13.5465736,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10944187119)",POINT (13.5465736 52.574313299999986),True
Praxis für Tierzahnheilkunde,Soorstraße,76,14050.0,Berlin,"Soorstraße 76, 14050 Berlin",Charlottenburg-Wilmersdorf,11004004,Westend,405,re_ortsteil.0405,,"""nach Vereinbarung""",Unknown,,,https://rux.vet/,,,,,https://rux.vet/,,Web: https://rux.vet/,,52.5134999,13.2774866,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10946259246)",POINT (13.2774866 52.5134999),True
Tierarztpraxis Birkenstein  Dr. med. vet H. Fuhrmann und Team,,,,,,Marzahn-Hellersdorf,11010010,Mahlsdorf,1004,re_ortsteil.1004,,"Mo-Fr 09:30-11:00, Mo,Tu,Th,Fr 16:30-19:00, Sa 14:00-16:00",Mon–Fri,,,,,,,,,,,,52.5211838,13.6465809,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 10956712577)",POINT (13.6465809 52.5211838),True
Tierarztpraxis Alt-Buch,Alt-Buch,57,13125.0,Berlin,"Alt-Buch 57, 13125 Berlin",Pankow,11003003,Buch,309,re_ortsteil.0309,,"Mo,Fr 09:00-16:00; Tu-Th 09:00-12:00, Tu,Th 16:00-19:00; Sa[1] 10:00-12:00; PH off",Includes Saturday,+4930 911 42 778,,https://www.tierarztpraxis-alt-buch.de/,+4930 911 42 778,,,,https://www.tierarztpraxis-alt-buch.de/,,Phone: +4930 911 42 778 | Web: https://www.tierarztpraxis-alt-buch.de/,,52.636563,13.5022262,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11008683231)",POINT (13.5022262 52.636563),True
Ute Teutenberg,,,,,,Spandau,11005005,Falkenhagener Feld,508,re_ortsteil.0508,,"Mo-Fr 08:00-12:00,15:00-18:00; We 08:00-12:00,17:00-20:00",Mon–Fri,+49 30 37588910,,,+49 30 37588910,,,,,,Phone: +49 30 37588910,wheelchair=no,52.5507862,13.1685048,"OSM amenity=veterinary, Berlin, snapshot 2025-12-09, via OSMNX","('node', 11052551506)",POINT (13.1685048 52.5507862),True
